"governmentname","governmenttype","county","electiondate","amount","purpose","purposedescription","propnumber","votesfor","votesagainst","result","source"
"McDade ISD","ISD","Bastrop","2026-05-02T00:00:00.000","4500000","Building","School Building","A","75","114","Defeated","Issuer"
"Brazoria County MUD 63A","WD","Brazoria","2026-05-02T00:00:00.000","522700000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Brazoria County MUD 63A","WD","Brazoria","2026-05-02T00:00:00.000","96300000","Refund","Parks & Recreation Refunding","F","2","0","Carried","Issuer"
"La Grange","CITY","Fayette","2026-05-02T00:00:00.000","90000000","Building","School Building & Buses","A","333","1983","Defeated","Issuer"
"Kelton ISD","ISD","Wheeler","2026-05-02T00:00:00.000","300000","Other","Housing Facility","C","26","12","Carried","Issuer"
"Barbers Hill ISD","ISD","Chambers","2026-05-02T00:00:00.000","95000000","Other","Athletic Facilities","A","1112","583","Carried","Issuer"
"Oliver Creek Ranch MUD of Denton County","WD","Denton","2026-05-02T00:00:00.000","687600000","Refund","Water, Sewer & Refunding","D","1","0","Carried","Issuer"
"Saginaw","CITY","Tarrant","2026-05-02T00:00:00.000","38000000","Other","Streets","A","955","582","Carried","Issuer"
"La Cima MMD 1","WD","Hays","2026-05-02T00:00:00.000","95000000","Other","Water, Sewer & Drainage","B","1","0","Carried","Issuer"
"Bluebonnet Hills MMD 1","WD","Ellis","2026-05-02T00:00:00.000","381900000","Other","Water, Sewer & Drainage","B","0","0","Cancelled","Issuer"
"Waterford MUD 1 of Burnet County","WD","Burnet","2026-05-02T00:00:00.000","430500000","Refund","Roads & Refunding Roads","D","1","0","Carried","Issuer"
"Liberty Trails MUD","WD","Guadalupe","2026-05-02T00:00:00.000","715520000","Other","Roads","D","0","0","Cancelled","Issuer"
"Overlook MUD of Hays County","WD","Hays","2026-05-02T00:00:00.000","35000000","Other","Roads","C","1","0","Carried","Issuer"
"Brazoria County MUD 80","WD","Brazoria","2026-05-02T00:00:00.000","22400000","Refund","Roads & Refunding Roads","G","2","0","Carried","Issuer"
"North Johnson County MMD 1","WD","Johnson","2026-05-02T00:00:00.000","300000000","Other","Roads and Refunding","B","2","0","Carried","Issuer"
"Bluebonnet Hills MMD 1","WD","Ellis","2026-05-02T00:00:00.000","555000000","Refund","Roads & Refunding Roads","E","0","0","Cancelled","Issuer"
"Fort Bend County MUD 293","WD","Fort Bend","2026-05-02T00:00:00.000","144000000","Other","Recreational Facilities","C","2","0","Carried","Issuer"
"Slaton ISD","ISD","Lubbock","2026-05-02T00:00:00.000","51090000","Building","School Building & Buses","A","380","344","Carried","Issuer"
"Montgomery County MUD 226A","WD","Montgomery","2026-05-02T00:00:00.000","62440000","Other","Recreational Facilities","C","2","0","Carried","Issuer"
"Knippa ISD","ISD","Uvalde","2026-05-02T00:00:00.000","3750000","Building","School Building","A","55","54","Carried","Issuer"
"Galveston County MUD 66","WD","Galveston","2026-05-02T00:00:00.000","9700000","Other","Recreational Facilities","B","37","100","Defeated","Issuer"
"Hubbard ISDb","ISD","Hill","2026-05-02T00:00:00.000","7600000","Building","School Building","A","258","79","Carried","Issuer"
"McCamey","CITY","Upton","2026-05-02T00:00:00.000","8000000","Other","Streets","A","112","142","Defeated","Issuer"
"Somerset Village MMD of Ellis County","WD","Ellis","2026-05-02T00:00:00.000","103720000","Other","Water, Sewer & Drainage","A","1","0","Carried","Issuer"
"Lancaster ISD","ISD","Dallas","2026-05-02T00:00:00.000","3500000","Other","Technology","B","1259","774","Carried","Issuer"
"Richardson","CITY","Dallas-Collin","2026-05-02T00:00:00.000","36000000","Other","Fire Department","B","3184","1248","Carried","Issuer"
"Lancaster ISD","ISD","Dallas","2026-05-02T00:00:00.000","35250000","Other","Multi-Pupose Center","C","1161","871","Carried","Issuer"
"Brazoria County MUD 80","WD","Brazoria","2026-05-02T00:00:00.000","34100000","Refund","Water, Sewer & Refunding","E","2","0","Carried","Issuer"
"Ranger Ridge MUD of Palo Pinto County","WD","Palo Pinto","2026-05-02T00:00:00.000","45330000","Refund","Water, Sewer, & Refunding","D","1","0","Carried","Issuer"
"Lancaster ISD","ISD","Dallas","2026-05-02T00:00:00.000","322005000","Building","School Building","A","1218","804","Carried","Issuer"
"Ponder ISD","ISD","Denton","2026-05-02T00:00:00.000","10365000","Other","Stadium","B","414","531","Defeated","Issuer"
"Montgomery County MUD 235","WD","Montgomery","2026-05-02T00:00:00.000","50550000","Other","Recreational Facilities","C","1","0","Carried","Issuer"
"Brazoria County MUD 80","WD","Brazoria","2026-05-02T00:00:00.000","67300000","Other","Roads","D","2","0","Carried","Issuer"
"Keene ISD","ISD","Johnson","2026-05-02T00:00:00.000","15000000","Building","School Building","B","138","159","Defeated","Issuer"
"Crane ISD","ISD","Crane","2026-05-02T00:00:00.000","15300000","Other","Athletic Facilities","B","282","169","Carried","Issuer"
"Whiteface CISD","ISD","Cochran","2026-05-02T00:00:00.000","500000","Other","Pool Improvements","C","72","37","Carried","Issuer"
"Saginaw","CITY","Tarrant","2026-05-02T00:00:00.000","15000000","Other","Animal Shelter","C","883","646","Carried","Issuer"
"Fort Bend County MUD 277 Def Area North","WD","Fort Bend","2026-05-02T00:00:00.000","480000000","Other","Roads","D","1","0","Carried","Issuer"
"Friendswood ISD","ISD","Galveston","2026-05-02T00:00:00.000","26000000","Building","School Building","A","2862","2576","Carried","Issuer"
"Massey Road MUD 1 of Denton County","WD","Denton","2026-05-02T00:00:00.000","139200000","Refund","Roads & Refunding Roads","E","1","0","Carried","Issuer"
"Johnson County MUD 1","WD","Johnson","2026-05-02T00:00:00.000","332130000","Other","Roads & Refunding Roads","E","1","0","Carried","Issuer"
"Carrollton","CITY","Dallas","2026-05-02T00:00:00.000","32345000","Other","Public Safety","B","3905","3022","Carried","Issuer"
"Montgomery County WCID 6","WD","Montgomery","2026-05-02T00:00:00.000","68400000","Refund","Parks & Recreation Refunding","F","2","0","Carried","Issuer"
"Waller County MUD 61","WD","Waller","2026-05-02T00:00:00.000","186750000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Lufkin ISD","ISD","Angelina","2026-05-02T00:00:00.000","42000000","Building","School Building","B","1810","1360","Carried","Issuer"
"Slaton ISD","ISD","Lubbock","2026-05-02T00:00:00.000","2810000","Other","Stadium Improvements","B","349","365","Defeated","Issuer"
"Williamson County MUD 60","WD","Williamson","2026-05-02T00:00:00.000","10370000","Other","Parks & Recreation","E","1","0","Carried","Issuer"
"Overlook MUD of Hays County","WD","Hays","2026-05-02T00:00:00.000","168375000","Refund","Water, Sewer & Refunding","B","1","0","Carried","Issuer"
"Saginaw","CITY","Tarrant","2026-05-02T00:00:00.000","6000000","Other","Parks","B","767","766","Carried","Issuer"
"Pilot Knob MUD 04","WD","Travis","2026-05-02T00:00:00.000","178098357","Refund","Parks & Recreation Refunding","H","2","0","Carried","Issuer"
"Fort Bend County WCID 13","WD","Fort Bend","2026-05-02T00:00:00.000","68400000","Refund","Parks & Recreation Refunding","F","2","0","Carried","Issuer"
"Fredericksburg ISD","ISD","Gillespie","2026-05-02T00:00:00.000","160000000","Building","School Building","A","2549","1201","Carried","Issuer"
"Harris County MUD 122","WD","Harris","2026-05-02T00:00:00.000","32000000","Other","Water, Sewer & Drainage","A","148","27","Carried","Issuer"
"Franklin ISD","ISD","Robertson","2026-05-02T00:00:00.000","4200000","Other","Athletic Facilities","B","628","373","Carried","Issuer"
"Galveston County WCID 12","WD","Galveston","2026-05-02T00:00:00.000","6720000","Other","Water System Improvements","A","122","161","Defeated","Issuer"
"Lufkin ISD","ISD","Angelina","2026-05-02T00:00:00.000","98250000","Building","School Building","A","2219","965","Carried","Issuer"
"Brazoria County MUD 80","WD","Brazoria","2026-05-02T00:00:00.000","102190000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Pilot Knob MUD 01","WD","Travis","2026-05-02T00:00:00.000","42766102","Other","Water, Sewer & Drainage","D","1","0","Carried","Issuer"
"Robstown ISD","ISD","Nueces","2026-05-02T00:00:00.000","7800000","Building","School Building","A","417","542","Defeated","Issuer"
"Crane ISD","ISD","Crane","2026-05-02T00:00:00.000","81000000","Building","School Building & Buses","A","335","122","Carried","Issuer"
"Montgomery County WCID 6","WD","Montgomery","2026-05-02T00:00:00.000","149675000","Other","Recreational Facilities","C","2","0","Carried","Issuer"
"Montgomery County MUD 226A","WD","Montgomery","2026-05-02T00:00:00.000","369635000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Tuloso-Midway ISD","ISD","Nueces","2026-05-02T00:00:00.000","4000000","Other","Technology","B","462","114","Carried","Issuer"
"Dallas ISD","ISD","Dallas","2026-05-02T00:00:00.000","143340000","Refund","Maintenance","C","27566","10654","Carried","Issuer"
"Waterford MUD 1 of Burnet County","WD","Burnet","2026-05-02T00:00:00.000","287000000","Other","Roads","B","1","0","Carried","Issuer"
"Brazoria County MUD 31","WD","Brazoria","2026-05-02T00:00:00.000","41300000","Other","Water, Sewer & Drainage","A","57","209","Defeated","Issuer"
"Williamson County WCID 2","WD","Williamson","2026-05-02T00:00:00.000","265000000","Other","Roads","C","2","0","Carried","Issuer"
"Fort Worth","CITY","Tarrant","2026-05-02T00:00:00.000","14586000","Other","Library","C","14516","8659","Carried","Issuer"
"Fort Bend County MUD 292","WD","Fort Bend","2026-05-02T00:00:00.000","177000000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Spanish Cove PUD","WD","Harris","2026-05-02T00:00:00.000","6000000","Other","Water, Sewer & Drainage","A","10","19","Defeated","Issuer"
"La Cima MMD 1","WD","Hays","2026-05-02T00:00:00.000","53750000","Refund","Roads & Refunding Roads","E","1","0","Carried","Issuer"
"Iola ISD","ISD","Grimes","2026-05-02T00:00:00.000","59300000","Building","School Building","A","422","212","Carried","Issuer"
"Ranger Ridge MUD of Palo Pinto County","WD","Palo Pinto","2026-05-02T00:00:00.000","30220000","Other","Water, Sewer & Drainage","B","1","0","Carried","Issuer"
"Waskom ISD","ISD","Harrison","2026-05-02T00:00:00.000","35000000","Building","School Building & Buses","A","293","94","Carried","Issuer"
"Bartlett ISD","ISD","Bell, Miliam, Williamson","2026-05-02T00:00:00.000","3300000","Refund","Maintenance","B","104","170","Defeated","Issuer"
"Tyler JCD","CCD","Smith-Van Zandt","2026-05-02T00:00:00.000","167328269","Other","Refund","A","5679","6881","Defeated","Issuer"
"Montgomery County WCID 6","WD","Montgomery","2026-05-02T00:00:00.000","148480000","Other","Roads","D","2","0","Carried","Issuer"
"290 Betka MMD 1","WD","Harris","2026-05-02T00:00:00.000","247500000","Other","Roads","C","1","0","Carried","Issuer"
"Richardson","CITY","Dallas-Collin","2026-05-02T00:00:00.000","22200000","Other","Parks & Recreation","C","2960","1459","Carried","Issuer"
"Montgomery County MUD 246","WD","Montgomery","2026-05-02T00:00:00.000","3525000","Other","Recreation & Refunding","D","2","0","Carried","Issuer"
"Galveston County MUD 69","WD","Galveston","2026-05-02T00:00:00.000","519000000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Burnet CISD","ISD","Burnet","2026-05-02T00:00:00.000","2000000","Other","Technology","B","958","818","Carried","Issuer"
"Bainbridge MUD of Collin County","WD","Collin","2026-05-02T00:00:00.000","678900000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Payne Springs","CITY","Henderson","2026-05-02T00:00:00.000","1900000","Refund","Refund","A","29","6","Carried","Issuer"
"Fort Bend County MUD 291","WD","Fort Bend","2026-05-02T00:00:00.000","160000000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Oatman Hill MUD","WD","Travis, Caldwell","2026-05-02T00:00:00.000","40795000","Other","Recreational Facilities","C","2","0","Carried","Issuer"
"Williamson County WCID 2","WD","Williamson","2026-05-02T00:00:00.000","397500000","Refund","Parks & Recreation Refunding","E","2","0","Carried","Issuer"
"North Johnson County MMD 1","WD","Johnson","2026-05-02T00:00:00.000","810000000","Other","Water, Sewer, & Refunding","A","2","0","Carried","Issuer"
"Gladewater ISD","ISD","Gregg","2026-05-02T00:00:00.000","8100000","Building","School Building & Buses","A","353","132","Carried","Issuer"
"Comfort ISD","ISD","Kendall","2026-05-02T00:00:00.000","6000000","Other","Stadium","B","360","200","Carried","Issuer"
"Oakwood ISD","ISD","Leon","2026-05-02T00:00:00.000","9100000","Other","Multi-Pupose Center","B","80","46","Carried","Issuer"
"Elkhart ISD","ISD","Anderson","2026-05-02T00:00:00.000","27500000","Building","School Building","A","310","277","Carried","Issuer"
"Sharyland ISD","ISD","Hidalgo","2026-05-02T00:00:00.000","35000000","Other","Natatorium","C","1069","2306","Defeated","Issuer"
"Richardson","CITY","Dallas-Collin","2026-05-02T00:00:00.000","16500000","Other","Flood Control","E","3242","1172","Carried","Issuer"
"Tuloso-Midway ISD","ISD","Nueces","2026-05-02T00:00:00.000","136000000","Building","School Building & Buses","A","470","110","Carried","Issuer"
"Montgomery County MUD 235","WD","Montgomery","2026-05-02T00:00:00.000","192000000","Other","Water, Sewer & Drainage","B","1","0","Carried","Issuer"
"Oliver Creek Ranch MUD of Denton County","WD","Denton","2026-05-02T00:00:00.000","444300000","Refund","Roads & Refunding Roads","E","1","0","Carried","Issuer"
"Spring Hill ISD","ISD","Gregg","2026-05-02T00:00:00.000","802256","Other","Athletic Facilities","C","523","160","Carried","Issuer"
"Sharyland ISD","ISD","Hidalgo","2026-05-02T00:00:00.000","208500000","Building","School Building & Buses","A","1334","2049","Defeated","Issuer"
"Rivina MUD of Williamson County","WD","Williamson","2026-05-02T00:00:00.000","369375000","Refund","Water, Sewer & Refunding","C","2","0","Carried","Issuer"
"Meridian MUD","WD","Denton","2026-05-02T00:00:00.000","1816500000","Other","Water, Sewer, & Refunding","B","1","0","Carried","Issuer"
"Fort Bend County MUD 292","WD","Fort Bend","2026-05-02T00:00:00.000","45000000","Other","Recreational Facilities","C","2","0","Carried","Issuer"
"Massey Road MUD 1 of Denton County","WD","Denton","2026-05-02T00:00:00.000","147000000","Refund","Water, Sewer, & Refunding","D","1","0","Carried","Issuer"
"Whiteface CISD","ISD","Cochran","2026-05-02T00:00:00.000","750000","Other","Housing Facility","B","71","36","Carried","Issuer"
"Pilot Knob MUD 04","WD","Travis","2026-05-02T00:00:00.000","118732238","Other","Roads","E","2","0","Carried","Issuer"
"Williamson County MUD 60","WD","Williamson","2026-05-02T00:00:00.000","181515000","Other","Roads","D","1","0","Carried","Issuer"
"Oliver Creek Ranch MUD of Denton County","WD","Denton","2026-05-02T00:00:00.000","458400000","Other","Water, Sewer & Drainage","B","1","0","Carried","Issuer"
"Montgomery County WCID 6","WD","Montgomery","2026-05-02T00:00:00.000","234000000","Refund","Water, Sewer, & Refunding","E","2","0","Carried","Issuer"
"Royal ISD","ISD","Waller","2026-05-02T00:00:00.000","72000000","Building","School Building","A","332","304","Carried","Issuer"
"Kelton ISD","ISD","Wheeler","2026-05-02T00:00:00.000","200000","Other","Technology","B","29","7","Carried","Issuer"
"Pilot Point ISD","ISD","Denton","2026-05-02T00:00:00.000","295000000","Building","School Building","A","539","845","Defeated","Issuer"
"Port Aransas ISD","ISD","Nueces","2026-05-02T00:00:00.000","2850000","Other","Athletic Facilities","B","250","48","Carried","Issuer"
"Southeast Collin County MUD 1","WD","Collin","2026-05-02T00:00:00.000","275400000","Refund","Roads & Refunding Roads","E","2","0","Carried","Issuer"
"Montgomery County MUD 251","WD","Montgomery","2026-05-02T00:00:00.000","41000000","Other","Recreational Facilities","C","2","0","Carried","Issuer"
"La Cima MMD 1","WD","Hays","2026-05-02T00:00:00.000","75000000","Refund","Parks & Recreation Refunding","G","1","0","Carried","Issuer"
"Montgomery County WCID 6","WD","Montgomery","2026-05-02T00:00:00.000","330500000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Ensenadas MUD of Travis County","WD","Travis","2026-05-02T00:00:00.000","21562500","Refund","Roads & Refunding Roads","E","1","0","Carried","Issuer"
"Burkburnett ISD","ISD","Wichita","2026-05-02T00:00:00.000","8000000","Other","Recreational Facilities","B","627","476","Carried","Issuer"
"Montgomery County MUD 253","WD","Montgomery","2026-05-02T00:00:00.000","3805000","Other","Recreational Facilities","C","0","0","Defeated","Issuer"
"Tickey Creek MUD 1 of Collin County","WD","Collin","2026-05-02T00:00:00.000","939900000","Refund","Water, Sewer, & Refunding","D","1","0","Carried","Issuer"
"Fort Bend County WCID 13","WD","Fort Bend","2026-05-02T00:00:00.000","234000000","Other","Water, Sewer & Drainage","B","2","0","Carried","Issuer"
"Williamson County WCID 2","WD","Williamson","2026-05-02T00:00:00.000","760000000","Other","Water, Sewer & Drainage","A","2","0","Carried","Issuer"
